Who will win the 2022 presidential election in Brazil?,2021-12-03T18:00:00Z,2022-10-30T07:01:00Z,Luiz Inácio Lula da Silva,"['Jair Bolsonaro', 'João Doria', 'Ciro Gomes', 'Sérgio Moro', 'Luiz Inácio Lula da Silva', 'Another candidate']","['Leader Entry/Exit', 'Elections and Referenda', 'Non-US Politics']",668,654,187,237,,https://www.gjopen.com/questions/2207-who-will-win-the-2022-presidential-election-in-brazil
86367,2022-10-30T05:45:55Z,9,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[10.0, 0.0, 0.0, 0.0, -10.0, 0.0]"
87177,2022-08-23T18:48:36Z,6,"[1.0, 0.0, 0.0, 0.0, 98.0, 1.0]","[-4.0, 0.0, 0.0, 0.0, 8.0, -4.0]",
106642,2022-08-22T21:50:30Z,1,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]",
99780,2022-08-22T06:20:02Z,10,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[6.0, 0.0, 0.0, 0.0, -6.0, 0.0]",
86607,2022-08-21T18:42:35Z,9,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[2.0, 0.0, 0.0, 0.0, -2.0, 0.0]",
94872,2022-08-21T00:23:40Z,30,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[5.0, 0.0, 0.0, 0.0, -5.0, 0.0]",
104209,2022-08-18T14:09:22Z,5,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
28960,2022-08-17T21:43:30Z,1,"[70.0, 0.0, 0.0, 0.0, 30.0, 0.0]","[70.0, 0.0, 0.0, 0.0, 30.0, 0.0]",
101542,2022-08-16T14:28:53Z,8,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
88452,2022-08-16T06:04:06Z,4,"[0.0, 0.0, 0.0, 0.0, 99.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","""Strike four: Facebook misses election misinfo in Brazil ads"
107093,2022-08-14T22:17:30Z,2,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-20.0, 0.0, 0.0, 0.0, 20.0, 0.0]",
107093,2022-08-14T22:13:39Z,1,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]",
100653,2022-08-10T12:53:42Z,35,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[4.0, 0.0, 0.0, 0.0, -4.0, 0.0]",
106866,2022-08-08T13:10:47Z,3,"[52.0, 0.0, 0.0, 0.0, 48.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",https://www.as-coa.org/articles/poll-tracker-brazils-2022-presidential-election
62808,2022-08-05T21:27:39Z,6,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
102243,2022-08-01T00:34:49Z,14,"[24.0, 0.0, 0.0, 0.0, 74.0, 2.0]","[-14.0, 0.0, 0.0, 0.0, 14.0, 0.0]",
94837,2022-07-28T21:03:36Z,8,"[11.0, 0.0, 0.0, 0.0, 89.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
99780,2022-07-27T19:00:07Z,9,"[14.0, 0.0, 0.0, 0.0, 86.0, 0.0]","[-11.0, 0.0, 0.0, 0.0, 11.0, 0.0]",
30013,2022-07-27T16:40:40Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
100653,2022-07-25T16:43:34Z,34,"[16.0, 0.0, 0.0, 0.0, 84.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
86607,2022-07-23T23:11:08Z,8,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
94872,2022-07-22T00:47:43Z,29,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
691,2022-07-21T17:19:54Z,10,"[12.0, 0.0, 0.0, 0.0, 88.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
106866,2022-07-20T04:41:13Z,2,"[55.0, 0.0, 0.0, 0.0, 45.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
99407,2022-07-19T05:40:19Z,5,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
94872,2022-07-19T04:47:25Z,28,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
101542,2022-07-18T17:42:53Z,7,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
100653,2022-07-18T15:17:08Z,33,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
92236,2022-07-17T05:11:12Z,3,"[9.0, 0.0, 0.0, 0.0, 91.0, 0.0]","[-10.0, -1.0, -1.0, -1.0, 25.0, -12.0]",
101308,2022-07-15T13:54:02Z,2,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
88452,2022-07-15T08:58:04Z,3,"[0.0, 0.0, 0.0, 0.0, 99.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 2.0, -2.0]",
94872,2022-07-15T01:01:19Z,27,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
106904,2022-07-14T18:54:28Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
99780,2022-07-14T04:38:37Z,8,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]",
101542,2022-07-12T15:25:43Z,6,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
104209,2022-07-09T15:31:34Z,4,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[5.0, 0.0, -5.0, 0.0, 0.0, 0.0]",
106866,2022-07-08T14:05:44Z,1,"[55.0, 0.0, 0.0, 0.0, 45.0, 0.0]","[55.0, 0.0, 0.0, 0.0, 45.0, 0.0]",
86367,2022-07-08T09:47:28Z,6,"[12.0, 0.0, 0.0, 0.0, 88.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
1333,2022-07-05T09:53:33Z,63,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
106611,2022-07-05T01:31:06Z,2,"[22.0, 0.0, 1.0, 0.0, 70.0, 7.0]","[-5.0, 0.0, 0.0, 0.0, 19.0, -14.0]",
86607,2022-07-02T19:19:20Z,7,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[5.0, 0.0, 0.0, 0.0, -5.0, 0.0]",
1333,2022-07-02T02:48:46Z,62,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[-29.0, 0.0, 0.0, 0.0, 29.0, 0.0]",
86367,2022-07-01T14:42:13Z,5,"[14.0, 0.0, 0.0, 0.0, 86.0, 0.0]","[0.0, 0.0, 0.0, -3.0, 3.0, 0.0]",
1333,2022-06-30T15:41:34Z,61,"[29.0, 0.0, 0.0, 0.0, 71.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
94837,2022-06-27T19:14:09Z,7,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
104209,2022-06-24T14:20:55Z,3,"[0.0, 0.0, 5.0, 0.0, 95.0, 0.0]","[-5.0, 0.0, 5.0, 0.0, 0.0, 0.0]",
37236,2022-06-22T13:44:51Z,10,"[23.0, 0.0, 0.0, 0.0, 77.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]","New PF arrests (like FBI) of a former Bolsonaro cabinet minister and preacher and a nucleus of other ""preacher-power brokers"" you can read about in Brazil media tells some of the story."
1333,2022-06-21T20:00:09Z,60,"[28.0, 0.0, 0.0, 0.0, 72.0, 0.0]","[5.0, 0.0, 0.0, 0.0, -5.0, 0.0]",
106650,2022-06-19T15:11:42Z,1,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]",
1333,2022-06-18T16:07:31Z,59,"[23.0, 0.0, 0.0, 0.0, 77.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
106093,2022-06-17T20:27:30Z,1,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]",
1333,2022-06-17T14:14:04Z,58,"[22.0, 0.0, 0.0, 0.0, 78.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
100653,2022-06-17T09:33:19Z,32,"[19.0, 0.0, 0.0, 0.0, 81.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
92236,2022-06-17T00:55:57Z,2,"[19.0, 1.0, 1.0, 1.0, 66.0, 12.0]","[9.0, 1.0, 1.0, 1.0, -24.0, 12.0]",
1333,2022-06-15T15:38:01Z,57,"[21.0, 0.0, 0.0, 0.0, 79.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
94837,2022-06-14T05:58:11Z,6,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
94872,2022-06-14T03:46:15Z,26,"[19.0, 0.0, 0.0, 0.0, 81.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
1333,2022-06-13T13:06:33Z,56,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
105209,2022-06-13T05:16:12Z,1,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]",
1333,2022-06-11T19:38:51Z,55,"[19.0, 0.0, 0.0, 0.0, 81.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
94872,2022-06-11T06:11:16Z,25,"[21.0, 0.0, 0.0, 0.0, 79.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
106611,2022-06-11T05:09:44Z,1,"[27.0, 0.0, 1.0, 0.0, 51.0, 21.0]","[27.0, 0.0, 1.0, 0.0, 51.0, 21.0]"
1333,2022-06-09T15:36:10Z,54,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
1333,2022-06-09T06:30:11Z,53,"[17.0, 0.0, 0.0, 0.0, 83.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
86607,2022-06-08T20:29:24Z,6,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[-10.0, 0.0, 0.0, 0.0, 10.0, 0.0]",https://www.reuters.com/world/americas/poll-shows-brazils-lula-maintains-strong-lead-presidential-race-2022-06-08/Much bigger chance that Bolsonaro tries to screw with the electoral process than that he wins the election legitimately
1333,2022-06-08T13:41:35Z,52,"[16.0, 0.0, 0.0, 0.0, 84.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
37236,2022-06-07T17:23:32Z,9,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]",
1333,2022-06-06T16:49:53Z,51,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
100653,2022-06-06T08:37:39Z,31,"[22.0, 0.0, 0.0, 0.0, 78.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
94872,2022-06-05T03:00:02Z,24,"[22.0, 0.0, 0.0, 0.0, 78.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
691,2022-06-04T23:21:30Z,9,"[14.0, 0.0, 0.0, 0.0, 86.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]",
99993,2022-06-03T18:41:44Z,11,"[19.0, 0.0, 1.0, 0.0, 80.0, 0.0]","[2.0, -1.0, 0.0, -1.0, 0.0, 0.0]",
29054,2022-06-03T14:25:41Z,3,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[-21.0, 0.0, 0.0, 0.0, 21.0, 0.0]",
104209,2022-06-01T22:09:07Z,2,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[0.0, 0.0, 0.0, -5.0, 5.0, 0.0]",Adjusting as Sergio Moro has dropped out.
14977,2022-06-01T20:50:03Z,1,"[15.0, 0.0, 5.0, 0.0, 75.0, 5.0]","[15.0, 0.0, 5.0, 0.0, 75.0, 5.0]","While there is an overwhelming possibility that Lula will win this election, maybe in round 1, there are a few scenarios to consider."
94872,2022-05-30T23:50:02Z,23,"[24.0, 0.0, 0.0, 0.0, 76.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
100653,2022-05-30T15:00:37Z,30,"[23.0, 0.0, 0.0, 0.0, 77.0, 0.0]","[-8.0, 0.0, 0.0, 0.0, 9.0, -1.0]",
1333,2022-05-30T13:18:37Z,50,"[14.0, 0.0, 0.0, 0.0, 86.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
94837,2022-05-29T07:06:26Z,5,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]",
87177,2022-05-29T05:11:52Z,5,"[5.0, 0.0, 0.0, 0.0, 90.0, 5.0]","[1.0, 0.0, 0.0, 0.0, -5.0, 4.0]",
1333,2022-05-28T13:25:55Z,49,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
106510,2022-05-27T22:25:50Z,1,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]",
37236,2022-05-27T18:54:43Z,8,"[31.0, 0.0, 0.0, 0.0, 69.0, 0.0]","[-12.0, 0.0, 0.0, 0.0, 22.0, -10.0]",Polls in Brasil press changing rapidly. Personality of Lula is becoming more attractive mensch than opponent who goes barefoot eats greasy fried meat and licks his fingers for the cameramen and camera women at a white hillbilly restaurant near Xollywood.
1333,2022-05-26T15:10:32Z,48,"[12.0, 0.0, 0.0, 0.0, 88.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
1333,2022-05-25T12:47:51Z,47,"[11.0, 0.0, 0.0, 0.0, 89.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
20156,2022-05-25T11:11:09Z,2,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-9.0, 0.0, 0.0, 0.0, 9.0, 0.0]",
106477,2022-05-24T17:37:10Z,1,"[65.0, 0.0, 0.0, 0.0, 30.0, 5.0]","[65.0, 0.0, 0.0, 0.0, 30.0, 5.0]",
1333,2022-05-24T13:10:46Z,46,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
102243,2022-05-23T21:59:21Z,13,"[38.0, 0.0, 0.0, 0.0, 60.0, 2.0]","[2.0, -1.0, 0.0, 0.0, -1.0, 0.0]",
94872,2022-05-23T01:47:49Z,22,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
1333,2022-05-22T15:00:12Z,45,"[9.0, 0.0, 0.0, 0.0, 91.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
691,2022-05-21T14:14:16Z,8,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[2.0, 0.0, 0.0, 0.0, -2.0, 0.0]",
1333,2022-05-20T15:49:07Z,44,"[8.0, 0.0, 0.0, 0.0, 92.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
1333,2022-05-18T14:12:09Z,43,"[7.0, 0.0, 0.0, 0.0, 93.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
1333,2022-05-17T19:25:27Z,42,"[6.0, 0.0, 0.0, 0.0, 94.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
1333,2022-05-17T06:29:28Z,41,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
94872,2022-05-17T05:04:14Z,21,"[28.0, 0.0, 0.0, 0.0, 72.0, 0.0]","[-2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",
1333,2022-05-16T19:19:48Z,40,"[4.0, 0.0, 0.0, 0.0, 96.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
86607,2022-05-16T14:53:39Z,5,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
1333,2022-05-15T08:04:23Z,39,"[3.0, 0.0, 0.0, 0.0, 97.0, 0.0]","[3.0, 0.0, 0.0, 0.0, -3.0, 0.0]",
87177,2022-05-15T04:57:03Z,4,"[4.0, 0.0, 0.0, 0.0, 95.0, 1.0]","[-1.0, 0.0, 0.0, 0.0, 5.0, -4.0]",
2965,2022-05-15T03:35:03Z,7,"[4.0, 0.0, 0.0, 0.0, 96.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
83393,2022-05-13T00:06:07Z,1,"[65.0, 1.0, 1.0, 1.0, 32.0, 0.0]","[65.0, 1.0, 1.0, 1.0, 32.0, 0.0]",
102047,2022-05-12T23:47:13Z,4,"[7.0, 0.0, 0.0, 0.0, 93.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
104018,2022-05-11T17:13:49Z,3,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[-2.0, 0.0, -1.0, -1.0, 5.0, -1.0]",
94872,2022-05-09T06:55:27Z,20,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
102047,2022-05-08T22:21:05Z,3,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
104218,2022-05-07T13:50:32Z,6,"[12.0, 0.0, 0.0, 0.0, 88.0, 0.0]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0]",
94837,2022-05-07T11:27:45Z,4,"[22.0, 0.0, 0.0, 0.0, 78.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
100653,2022-05-06T15:44:29Z,29,"[31.0, 0.0, 0.0, 0.0, 68.0, 1.0]","[3.0, 0.0, 0.0, 0.0, -1.0, -2.0]",
94837,2022-05-05T16:53:34Z,3,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
94837,2022-05-05T16:53:01Z,2,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[5.0, 0.0, 0.0, 0.0, -5.0, 0.0]",
37236,2022-05-04T14:55:05Z,7,"[43.0, 0.0, 0.0, 0.0, 47.0, 10.0]","[22.0, 0.0, 0.0, 0.0, -32.0, 10.0]","For those who follow the media and social-rad media sites in Brazil, it seems that Lula has been gone from drinking Kool-Aid to psychedelic Lulaid. Not only does his campaign (and Workers Party leader Gleisi Hoffmann offering vapid statements) lack momentum and effective leadership, but Lula has said that it is time for the 5 major economies of South America (U pick em) begin studying how to create their own currency, and call it the SUL, or SUR, or SOUTH (in spite of the fact that some still regard Mexico as part of ""North America.)"" And this in spite of China still being Brazil's top trade partner. Supposedly the economic guru that advises Lula claims the SUR-SUL will even out the living standards of the ""major economies."" One wonders whether it will instead help erode the aspirations of the young Brazilians who are working class levels 3-4 and seek to become part of an already eroding middle class ranges."
2965,2022-05-03T05:38:53Z,6,"[4.0, 0.0, 0.0, 0.0, 96.0, 0.0]","[-6.0, 0.0, 0.0, 0.0, 6.0, 0.0]",
94872,2022-05-03T01:19:55Z,19,"[31.0, 0.0, 0.0, 0.0, 69.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",
4962,2022-05-01T01:42:11Z,2,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
104218,2022-04-30T22:45:58Z,5,"[12.0, 0.0, 0.0, 1.0, 87.0, 0.0]","[-14.0, 0.0, 0.0, 0.0, 14.0, 0.0]",
105546,2022-04-24T17:12:44Z,1,"[20.0, 5.0, 5.0, 5.0, 50.0, 15.0]","[20.0, 5.0, 5.0, 5.0, 50.0, 15.0]",
94837,2022-04-23T11:56:42Z,1,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]",
99780,2022-04-22T17:35:50Z,7,"[29.0, 0.0, 0.0, 0.0, 71.0, 0.0]","[4.0, 0.0, 0.0, 0.0, -4.0, 0.0]",https://twitter.com/ggreenwald/status/1517539194591232002
102243,2022-04-22T13:59:33Z,12,"[36.0, 1.0, 0.0, 0.0, 61.0, 2.0]","[9.0, 0.0, 0.0, 0.0, -9.0, 0.0]",
94872,2022-04-22T03:30:06Z,18,"[31.0, 0.0, 0.0, 0.0, 68.0, 1.0]","[6.0, 0.0, 0.0, 0.0, -5.0, -1.0]",
100653,2022-04-21T12:53:58Z,28,"[28.0, 0.0, 0.0, 0.0, 69.0, 3.0]","[-3.0, 0.0, 0.0, 0.0, 1.0, 2.0]",
101512,2022-04-19T16:44:19Z,1,"[33.0, 0.0, 0.0, 0.0, 67.0, 0.0]","[33.0, 0.0, 0.0, 0.0, 67.0, 0.0]",https://en.wikipedia.org/wiki/Opinion_polling_for_the_2022_Brazilian_general_election
99993,2022-04-18T16:30:32Z,10,"[17.0, 1.0, 1.0, 1.0, 80.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
62808,2022-04-16T21:35:41Z,5,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
100653,2022-04-14T06:52:59Z,27,"[31.0, 0.0, 0.0, 0.0, 68.0, 1.0]","[6.0, 0.0, 0.0, 0.0, -5.0, -1.0]",
100653,2022-04-12T07:43:13Z,26,"[25.0, 0.0, 0.0, 0.0, 73.0, 2.0]","[2.0, 0.0, 0.0, -1.0, -2.0, 1.0]",
105883,2022-04-11T10:04:46Z,1,"[32.0, 0.0, 0.0, 0.0, 68.0, 0.0]","[32.0, 0.0, 0.0, 0.0, 68.0, 0.0]",
94872,2022-04-10T20:29:23Z,17,"[25.0, 0.0, 0.0, 0.0, 73.0, 2.0]","[3.0, 0.0, 0.0, -2.0, -2.0, 1.0]",
105570,2022-04-10T05:30:28Z,1,"[37.0, 0.0, 0.0, 0.0, 63.0, 0.0]","[37.0, 0.0, 0.0, 0.0, 63.0, 0.0]",
87177,2022-04-07T11:46:37Z,3,"[5.0, 0.0, 0.0, 0.0, 90.0, 5.0]","[0.0, 0.0, 0.0, 0.0, -5.0, 5.0]",
86607,2022-04-05T15:21:40Z,4,"[21.0, 0.0, 0.0, 0.0, 79.0, 0.0]","[6.0, 0.0, 0.0, 0.0, -5.0, -1.0]",Bolsonaro polling slightly better than he was a while back
86607,2022-04-04T19:13:42Z,3,"[15.0, 0.0, 0.0, 0.0, 84.0, 1.0]","[5.0, 0.0, 0.0, 0.0, -3.0, -2.0]",
99993,2022-04-03T18:30:41Z,9,"[22.0, 1.0, 1.0, 1.0, 75.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
102243,2022-04-01T16:45:36Z,11,"[27.0, 1.0, 0.0, 0.0, 70.0, 2.0]","[-3.0, 1.0, 0.0, -1.0, 3.0, 0.0]",
37236,2022-03-31T21:11:18Z,6,"[21.0, 0.0, 0.0, 0.0, 79.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FYI- Moro has dropped out to run for a seat in lower house... https://pleno.news/brasil/politica-nacional/moro-desiste-da-presidencia-e-concorrera-a-deputado-federal.html
37236,2022-03-31T21:04:20Z,5,"[21.0, 0.0, 0.0, 0.0, 79.0, 0.0]","[-3.0, -1.0, 0.0, -1.0, 5.0, 0.0]",
105484,2022-03-27T23:35:23Z,1,"[5.0, 15.0, 0.0, 0.0, 80.0, 0.0]","[5.0, 15.0, 0.0, 0.0, 80.0, 0.0]",
2965,2022-03-25T20:14:32Z,5,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
100653,2022-03-25T08:26:12Z,25,"[23.0, 0.0, 0.0, 1.0, 75.0, 1.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
102243,2022-03-25T00:24:55Z,10,"[30.0, 0.0, 0.0, 1.0, 67.0, 2.0]","[0.0, 0.0, 0.0, 1.0, -1.0, 0.0]",
102243,2022-03-25T00:24:06Z,9,"[30.0, 0.0, 0.0, 0.0, 68.0, 2.0]","[2.0, -1.0, -1.0, -1.0, 1.0, 0.0]",
94872,2022-03-22T16:19:28Z,16,"[22.0, 0.0, 0.0, 2.0, 75.0, 1.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
105445,2022-03-21T19:43:21Z,1,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]",
104218,2022-03-21T17:08:27Z,4,"[26.0, 0.0, 0.0, 1.0, 73.0, 0.0]","[-4.0, -1.0, -1.0, 0.0, 6.0, 0.0]",https://www.aljazeera.com/news/2022/3/21/brazils-ex-president-lula-holds-lead-over-bolsonaro-poll
104072,2022-03-20T10:50:42Z,1,"[25.0, 0.0, 0.0, 0.0, 70.0, 5.0]","[25.0, 0.0, 0.0, 0.0, 70.0, 5.0]",
104218,2022-03-17T17:26:01Z,3,"[30.0, 1.0, 1.0, 1.0, 67.0, 0.0]","[2.0, -2.0, 0.0, 0.0, 0.0, 0.0]",
100653,2022-03-16T10:42:09Z,24,"[24.0, 0.0, 0.0, 1.0, 74.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",
104087,2022-03-15T23:05:36Z,1,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]",
100653,2022-03-15T08:26:52Z,23,"[24.0, 0.0, 0.0, 1.0, 73.0, 2.0]","[-1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",
94872,2022-03-15T05:09:46Z,15,"[25.0, 0.0, 0.0, 2.0, 72.0, 1.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
